L,L
337,193
337,181
337,194
337,205
338,194
338,206
338,195
338,182
338,193
339,195
339,196
339,207
339,183
339,194
340,196
340,208
340,197
340,184
340,195
341,197
341,198
341,209
341,185
341,196
342,198
342,210
342,199
342,186
342,197
343,199
343,200
343,211
343,187
343,198
344,200
344,188
344,199
344,212
344,201
345,201
345,189
345,200
345,202
345,213
346,202
346,214
346,190
346,201
346,203
347,203
347,191
347,204
347,202
347,215
348,204
348,192
348,216
348,203
349,205
349,217
349,206
349,193
350,206
350,218
350,207
350,194
350,205
351,207
351,219
351,208
351,206
351,195
352,208
352,220
352,209
352,196
352,207
353,209
353,221
353,210
353,208
353,197
354,210
354,222
354,211
354,198
354,209
355,211
355,210
355,199
355,223
355,212
356,212
356,200
356,211
356,224
356,213
357,213
357,225
357,214
357,212
357,201
358,214
358,226
358,202
358,213
358,215
359,215
359,214
359,227
359,216
359,203
360,216
360,204
360,228
360,215
361,217
361,218
361,229
361,205
362,218
362,230
362,219
362,206
362,217
363,219
363,231
363,220
363,207
363,218
364,220
364,221
364,208
364,219
364,232
365,221
365,222
365,233
365,209
365,220
366,222
366,210
366,221
366,234
366,223
367,223
367,211
367,222
367,235
367,224
368,224
368,225
368,212
368,223
368,236
369,225
369,226
369,237
369,213
369,224
370,226
370,214
370,225
370,227
370,238
371,227
371,226
371,239
371,228
371,215
372,228
372,227
372,240
372,216
373,229
373,241
373,230
373,217
374,230
374,242
374,231
374,218
374,229
375,231
375,230
375,219
375,243
375,232
376,232
376,231
376,244
376,233
376,220
377,233
377,221
377,232
377,245
377,234
378,234
378,222
378,233
378,246
378,235
379,235
379,234
379,223
379,247
379,236
380,236
380,235
380,248
380,237
380,224
381,237
381,225
381,236
381,249
381,238
382,238
382,226
382,237
382,239
382,250
383,239
383,227
383,251
383,240
383,238
384,240
384,252
384,228
384,239
385,241
385,242
385,253
385,229
386,242
386,230
386,241
386,254
386,243
387,243
387,231
387,242
387,244
387,255
388,244
388,232
388,243
388,256
388,245
389,245
389,233
389,244
389,246
389,257
390,246
390,234
390,245
390,258
390,247
391,247
391,235
391,246
391,248
391,259
392,248
392,236
392,247
392,260
392,249
393,249
393,237
393,248
393,250
393,261
394,250
394,251
394,238
394,249
394,262
395,251
395,252
395,263
395,239
395,250
396,252
396,264
396,240
396,251
397,253
397,241
397,254
397,265
398,254
398,242
398,266
398,253
398,255
399,255
399,267
399,254
399,243
399,256
400,256
400,244
400,268
400,255
400,257
401,257
401,269
401,256
401,245
401,258
402,258
402,246
402,257
402,259
402,270
403,259
403,258
403,247
403,260
403,271
404,260
404,248
404,259
404,261
404,272
405,261
405,260
405,249
405,262
405,273
406,262
406,263
406,250
406,274
406,261
407,263
407,264
407,251
407,262
407,275
408,264
408,252
408,263
408,276
409,265
409,277
409,253
409,266
410,266
410,267
410,278
410,254
410,265
411,267
411,266
411,279
411,255
411,268
412,268
412,267
412,269
412,280
412,256
413,269
413,268
413,257
413,281
413,270
414,270
414,269
414,258
414,271
414,282
415,271
415,259
415,270
415,283
415,272
416,272
416,260
416,271
416,273
416,284
417,273
417,285
417,261
417,274
417,272
418,274
418,286
418,262
418,275
418,273
419,275
419,287
419,263
419,274
419,276
420,276
420,264
420,275
420,288
421,277
421,278
421,265
422,278
422,277
422,266
422,279
423,279
423,267
423,278
423,280
424,280
424,279
424,268
424,281
425,281
425,269
425,280
425,282
426,282
426,281
426,270
426,283
427,283
427,271
427,282
427,284
428,284
428,285
428,283
428,272
429,285
429,286
429,273
429,284
430,286
430,287
430,285
430,274
431,287
431,286
431,275
431,288
432,288
432,287
432,276
