L,L
296,99
297,101
297,100
297,87
297,115
297,102
298,102
298,101
298,116
298,103
298,88
299,103
299,89
299,102
299,117
299,104
300,104
300,90
300,103
300,118
300,105
301,105
301,104
301,91
301,119
301,106
302,106
302,105
302,120
302,107
302,92
303,107
303,93
303,106
303,121
303,108
304,108
304,94
304,107
304,109
304,122
305,109
305,95
305,123
305,110
305,108
306,110
306,124
306,111
306,96
306,109
307,111
307,125
307,112
307,97
307,110
308,112
308,126
308,111
308,98
309,113
309,114
309,127
309,99
310,114
310,100
310,113
310,128
310,115
311,115
311,101
311,114
311,116
311,129
312,116
312,102
312,115
312,130
312,117
313,117
313,103
313,116
313,118
313,131
314,118
314,104
314,117
314,132
314,119
315,119
315,105
315,118
315,120
315,133
316,120
316,106
316,119
316,134
316,121
317,121
317,107
317,120
317,122
317,135
318,122
318,123
318,108
318,121
318,136
319,123
319,124
319,137
319,109
319,122
320,124
320,125
320,138
320,110
320,123
321,125
321,124
321,139
321,126
321,111
322,126
322,125
322,140
322,112
323,127
323,113
323,128
323,141
324,128
324,114
324,142
324,127
324,129
325,129
325,143
325,128
325,115
325,130
326,130
326,116
326,144
326,129
326,131
327,131
327,145
327,130
327,117
327,132
328,132
328,118
328,131
328,133
328,146
329,133
329,132
329,119
329,134
329,147
330,134
330,120
330,133
330,135
330,148
331,135
331,134
331,121
331,136
331,149
332,136
332,137
332,122
332,150
332,135
333,137
333,138
333,123
333,136
333,151
334,138
334,124
334,139
334,137
334,152
335,139
335,125
335,140
335,138
335,153
336,140
336,126
336,139
336,154
337,141
337,155
337,127
337,142
338,142
338,143
338,156
338,128
338,141
339,143
339,142
339,157
339,129
339,144
340,144
340,143
340,145
340,158
340,130
341,145
341,144
341,131
341,159
341,146
342,146
342,145
342,132
342,147
342,160
343,147
343,133
343,146
343,161
343,148
344,148
344,134
344,147
344,149
344,162
345,149
345,163
345,135
345,150
345,148
346,150
346,164
346,136
346,151
346,149
347,151
347,165
347,137
347,150
347,152
348,152
348,138
348,153
348,151
348,166
349,153
349,139
349,154
349,152
349,167
350,154
350,140
350,153
350,168
351,155
351,169
351,156
351,141
352,156
352,155
352,142
352,170
352,157
353,157
353,143
353,156
353,171
353,158
354,158
354,157
354,144
354,172
354,159
355,159
355,145
355,158
355,173
355,160
356,160
356,159
356,146
356,174
356,161
357,161
357,147
357,160
357,175
357,162
358,162
358,176
358,163
358,161
358,148
359,163
359,177
359,164
359,149
359,162
360,164
360,165
360,163
360,150
360,178
361,165
361,179
361,164
361,151
361,166
362,166
362,180
362,165
362,152
362,167
363,167
363,153
363,166
363,181
363,168
364,168
364,154
364,167
364,182
365,169
365,155
365,170
365,183
366,170
366,156
366,169
366,171
366,184
367,171
367,157
367,170
367,185
367,172
368,172
368,158
368,171
368,186
368,173
369,173
369,187
369,159
369,172
369,174
370,174
370,188
370,160
370,173
370,175
371,175
371,176
371,161
371,174
371,189
372,176
372,177
372,190
372,162
372,175
373,177
373,163
373,176
373,178
373,191
374,178
374,179
374,164
374,177
374,192
375,179
375,180
375,165
375,178
375,193
376,180
376,179
376,166
376,194
376,181
377,181
377,180
377,167
377,195
377,182
378,182
378,196
378,168
378,181
379,183
379,169
379,184
380,184
380,170
380,183
380,185
381,185
381,171
381,184
381,186
382,186
382,187
382,185
382,172
383,187
383,188
383,186
383,173
384,188
384,187
384,174
384,189
385,189
385,188
385,190
385,175
386,190
386,176
386,191
386,189
387,191
387,177
387,192
387,190
388,192
388,178
388,191
388,193
389,193
389,179
389,192
389,194
390,194
390,180
390,193
390,195
391,195
391,196
391,181
391,194
392,196
392,182
392,195
393,197
393,198
393,211
394,198
394,197
394,212
394,199
395,199
395,198
395,200
395,213
396,200
396,214
396,201
396,199
397,201
397,202
397,215
397,200
398,202
398,201
398,216
398,203
399,203
399,202
399,204
399,217
400,204
400,218
400,205
400,203
401,205
401,206
401,219
401,204
402,206
402,205
402,220
402,207
403,207
403,206
403,208
403,221
404,208
404,209
404,222
404,207
405,209
405,208
405,223
405,210
406,210
406,209
406,224
407,211
407,197
407,225
407,212
408,212
408,198
408,211
408,226
408,213
409,213
409,227
409,214
409,212
409,199
410,214
410,228
410,215
410,200
410,213
411,215
411,214
411,201
411,229
411,216
412,216
412,202
412,215
412,230
412,217
413,217
413,231
413,218
413,216
413,203
414,218
414,232
414,219
414,204
414,217
415,219
415,218
415,205
415,233
415,220
416,220
416,206
416,219
416,234
416,221
417,221
417,235
417,220
417,222
417,207
418,222
418,236
418,208
418,223
418,221
419,223
419,237
419,209
419,224
419,222
420,224
420,238
420,210
420,223
421,225
421,239
421,211
421,226
422,226
422,227
422,212
422,225
422,240
423,227
423,228
423,241
423,213
423,226
424,228
424,214
424,227
424,229
424,242
425,229
425,215
425,228
425,230
425,243
426,230
426,244
426,231
426,216
426,229
427,231
427,245
427,232
427,217
427,230
428,232
428,246
428,218
428,231
428,233
429,233
429,247
429,219
429,232
429,234
430,234
430,235
430,220
430,233
430,248
431,235
431,249
431,236
431,234
431,221
432,236
432,235
432,250
432,237
432,222
433,237
433,251
433,236
433,238
433,223
434,238
434,252
434,237
434,224
435,239
435,225
435,253
435,240
436,240
436,239
436,254
436,241
436,226
437,241
437,227
437,255
437,242
437,240
438,242
438,228
438,256
438,243
438,241
439,243
439,257
439,244
439,229
439,242
440,244
440,258
440,245
440,230
440,243
441,245
441,259
441,246
441,244
441,231
442,246
442,260
442,247
442,245
442,232
443,247
443,246
443,233
443,261
443,248
444,248
444,247
444,249
444,262
444,234
445,249
445,235
445,250
445,248
445,263
446,250
446,251
446,236
446,249
446,264
447,251
447,252
447,237
447,250
447,265
448,252
448,251
448,238
448,266
449,253
449,239
449,254
449,267
450,254
450,268
450,255
450,240
450,253
451,255
451,256
451,269
451,241
451,254
452,256
452,270
452,257
452,242
452,255
453,257
453,258
453,271
453,243
453,256
454,258
454,272
454,259
454,244
454,257
455,259
455,260
455,273
455,245
455,258
456,260
456,246
456,259
456,274
456,261
457,261
457,247
457,260
457,262
457,275
458,262
458,276
458,248
458,261
458,263
459,263
459,249
459,264
459,262
459,277
460,264
460,250
460,265
460,278
460,263
461,265
461,251
461,264
461,279
461,266
462,266
462,252
462,265
462,280
463,267
463,281
463,268
463,253
464,268
464,282
464,269
464,254
464,267
465,269
465,283
465,270
465,268
465,255
466,270
466,284
466,271
466,256
466,269
467,271
467,285
467,272
467,270
467,257
468,272
468,286
468,273
468,258
468,271
469,273
469,272
469,259
469,287
469,274
470,274
470,260
470,273
470,288
470,275
471,275
471,289
471,276
471,274
471,261
472,276
472,290
472,262
472,275
472,277
473,277
473,276
473,291
473,278
473,263
474,278
474,264
474,292
474,279
474,277
475,279
475,265
475,293
475,280
475,278
476,280
476,266
476,279
476,294
477,281
477,282
477,295
477,267
478,282
478,296
478,283
478,268
478,281
479,283
479,297
479,284
479,269
479,282
480,284
480,285
480,270
480,283
480,298
481,285
481,286
481,299
481,271
481,284
482,286
482,272
482,285
482,300
482,287
483,287
483,273
483,286
483,301
483,288
484,288
484,289
484,274
484,287
484,302
485,289
485,290
485,303
485,275
485,288
486,290
486,276
486,289
486,291
486,304
487,291
487,290
487,305
487,292
487,277
488,292
488,291
488,306
488,293
488,278
489,293
489,307
489,279
489,292
489,294
490,294
490,308
490,280
490,293
491,295
491,309
491,296
491,281
492,296
492,310
492,297
492,282
492,295
493,297
493,296
493,283
493,311
493,298
494,298
494,297
494,312
494,299
494,284
495,299
495,285
495,298
495,313
495,300
496,300
496,286
496,299
496,314
496,301
497,301
497,300
497,287
497,315
497,302
498,302
498,301
498,316
498,303
498,288
499,303
499,289
499,302
499,317
499,304
500,304
500,290
500,303
500,305
500,318
501,305
501,291
501,319
501,306
501,304
502,306
502,320
502,307
502,292
502,305
503,307
503,321
503,308
503,293
503,306
504,308
504,322
504,307
504,294
505,309
505,310
505,323
505,295
506,310
506,296
506,309
506,324
506,311
507,311
507,297
507,310
507,312
507,325
508,312
508,298
508,311
508,326
508,313
509,313
509,299
509,312
509,314
509,327
510,314
510,300
510,313
510,328
510,315
511,315
511,301
511,314
511,316
511,329
512,316
512,302
512,315
512,330
512,317
513,317
513,303
513,316
513,318
513,331
514,318
514,319
514,304
514,317
514,332
515,319
515,320
515,333
515,305
515,318
516,320
516,321
516,334
516,306
516,319
517,321
517,320
517,335
517,322
517,307
518,322
518,321
518,336
518,308
519,323
519,309
519,324
519,337
520,324
520,310
520,338
520,323
520,325
521,325
521,339
521,324
521,311
521,326
522,326
522,312
522,340
522,325
522,327
523,327
523,341
523,326
523,313
523,328
524,328
524,314
524,327
524,329
524,342
525,329
525,328
525,315
525,330
525,343
526,330
526,316
526,329
526,331
526,344
527,331
527,330
527,317
527,332
527,345
528,332
528,333
528,318
528,346
528,331
529,333
529,334
529,319
529,332
529,347
530,334
530,320
530,335
530,333
530,348
531,335
531,321
531,336
531,334
531,349
532,336
532,322
532,335
532,350
533,337
533,351
533,323
533,338
534,338
534,339
534,352
534,324
534,337
535,339
535,338
535,353
535,325
535,340
536,340
536,339
536,341
536,354
536,326
537,341
537,340
537,327
537,355
537,342
538,342
538,341
538,328
538,343
538,356
539,343
539,329
539,342
539,357
539,344
540,344
540,330
540,343
540,345
540,358
541,345
541,359
541,331
541,346
541,344
542,346
542,360
542,332
542,347
542,345
543,347
543,361
543,333
543,346
543,348
544,348
544,334
544,349
544,347
544,362
545,349
545,335
545,350
545,348
545,363
546,350
546,336
546,349
546,364
547,351
547,365
547,352
547,337
548,352
548,351
548,338
548,366
548,353
549,353
549,339
549,352
549,367
549,354
550,354
550,353
550,340
550,368
550,355
551,355
551,341
551,354
551,369
551,356
552,356
552,355
552,342
552,370
552,357
553,357
553,343
553,356
553,371
553,358
554,358
554,372
554,359
554,357
554,344
555,359
555,373
555,360
555,345
555,358
556,360
556,361
556,359
556,346
556,374
557,361
557,375
557,360
557,347
557,362
558,362
558,376
558,361
558,348
558,363
559,363
559,349
559,362
559,377
559,364
560,364
560,350
560,363
560,378
561,365
561,351
561,366
561,379
562,366
562,352
562,365
562,367
562,380
563,367
563,353
563,366
563,381
563,368
564,368
564,354
564,367
564,382
564,369
565,369
565,383
565,355
565,368
565,370
566,370
566,384
566,356
566,369
566,371
567,371
567,372
567,357
567,370
567,385
568,372
568,373
568,386
568,358
568,371
569,373
569,359
569,372
569,374
569,387
570,374
570,375
570,360
570,373
570,388
571,375
571,376
571,361
571,374
571,389
572,376
572,375
572,362
572,390
572,377
573,377
573,376
573,363
573,391
573,378
574,378
574,392
574,364
574,377
575,379
575,365
575,380
576,380
576,366
576,379
576,381
577,381
577,367
577,380
577,382
578,382
578,383
578,381
578,368
579,383
579,384
579,382
579,369
580,384
580,383
580,370
580,385
581,385
581,384
581,386
581,371
582,386
582,372
582,387
582,385
583,387
583,373
583,388
583,386
584,388
584,374
584,387
584,389
585,389
585,375
585,388
585,390
586,390
586,376
586,389
586,391
587,391
587,392
587,377
587,390
588,392
588,378
588,391
